industry_skill,job_count,demand_percentage,gap_status,matched_curriculum_skill,colleges,courses
Coolants,1,0.0041,unmatched,,,
Coolant,1,0.0041,unmatched,,,
Cookies,1,0.0041,unmatched,,,
Convincing power,1,0.0041,unmatched,,,
Conveyor Lines,1,0.0041,unmatched,,,
Conveyor Automation,1,0.0041,unmatched,,,
Copper,1,0.0041,unmatched,,,
Copilot,1,0.0041,unmatched,,,
Copado,1,0.0041,unmatched,,,
Coordination with Technical Teams,1,0.0041,unmatched,,,
Coordination with Teams,1,0.0041,unmatched,,,
Coordination with Internal Teams,1,0.0041,unmatched,,,
Coordinates,1,0.0041,unmatched,,,
Coordinate Meetings,1,0.0041,unmatched,,,
Cooling Towers,1,0.0041,unmatched,,,
Cooling Tower,1,0.0041,unmatched,,,
Conveyancing,1,0.0041,unmatched,,,
Conveyance,1,0.0041,unmatched,,,
Conversational AI,1,0.0041,unmatched,,,
Convergent Mediation,1,0.0041,unmatched,,,
Convergent Invoicing,1,0.0041,unmatched,,,
Controls ITAC,1,0.0041,unmatched,,,
Controls Assessment,1,0.0041,unmatched,,,
Controls,1,0.0041,unmatched,,,
Rrc,1,0.0041,unmatched,,,
Rpo,1,0.0041,unmatched,,,
Rpm,1,0.0041,unmatched,,,
Rpgle,1,0.0041,unmatched,,,
Rpa Development,1,0.0041,unmatched,,,
Rpa Blue Prism,1,0.0041,unmatched,,,
Cooling,1,0.0041,unmatched,,,
Coolgen,1,0.0041,unmatched,,,
Running data quality rules,1,0.0041,unmatched,,,
Ruckus Switches,1,0.0041,unmatched,,,
Ruby programming,1,0.0041,unmatched,,,
Ruby on Rails,1,0.0041,unmatched,,,
Ruby On Rails,1,0.0041,unmatched,,,
Controller Ship,1,0.0041,unmatched,,,
Control and Automation Sales,1,0.0041,unmatched,,,
Control System Engineer,1,0.0041,unmatched,,,
Control Self-Assessment,1,0.0041,unmatched,,,
Control Panel Wiring,1,0.0041,unmatched,,,
Rubber Compounding,1,0.0041,unmatched,,,
Rtr,1,0.0041,unmatched,,,
Rto,1,0.0041,unmatched,,,
Rtm,1,0.0041,unmatched,,,
Rt,1,0.0041,unmatched,,,
Rstp,1,0.0041,unmatched,,,
S-FRAME,1,0.0041,unmatched,,,
S&T Design,1,0.0041,unmatched,,,
S&G,1,0.0041,unmatched,,,
S 4 HANA,1,0.0041,unmatched,,,
Rxswift,1,0.0041,unmatched,,,
Rxjava,1,0.0041,unmatched,,,
RxJs,1,0.0041,unmatched,,,
Control Panel Industry,1,0.0041,unmatched,,,
Control Engineering,1,0.0041,unmatched,,,
Control Charts,1,0.0041,unmatched,,,
Control Assurance,1,0.0041,unmatched,,,
Control Application,1,0.0041,unmatched,,,
Contracts Planning,1,0.0041,unmatched,,,
Contracts Management,1,0.0041,unmatched,,,
Rwa,1,0.0041,unmatched,,,
Rust Preventive,1,0.0041,unmatched,,,
S2P,1,0.0041,unmatched,,,
Contract Preparation,1,0.0041,unmatched,,,
Contract Lifecycle Management,1,0.0041,unmatched,,,
Contract Labour Act Compliance,1,0.0041,unmatched,,,
Contract Documentation,1,0.0041,unmatched,,,
Contractor Grievances,1,0.0041,unmatched,,,
Contracting & Negotiation,1,0.0041,unmatched,,,
Contract negotiations,1,0.0041,unmatched,,,
Contract law,1,0.0041,unmatched,,,
Contract drafting,1,0.0041,unmatched,,,
Contract and document handling,1,0.0041,unmatched,,,
Contract administration,1,0.0041,unmatched,,,
Contract To Hire,1,0.0041,unmatched,,,
S/W Architecture,1,0.0041,unmatched,,,
S/4HANA migration,1,0.0041,unmatched,,,
S/4 Migration,1,0.0041,unmatched,,,
SALES COORDIN,1,0.0041,unmatched,,,
SAAC,1,0.0041,unmatched,,,
Contract Admin,1,0.0041,unmatched,,,
Continuous Monitoring,1,0.0041,unmatched,,,
Continuous Deployment,1,0.0041,unmatched,,,
Context Api,1,0.0041,unmatched,,,
Contests / Campaign Management,1,0.0041,unmatched,,,
Contentful CMS,1,0.0041,unmatched,,,
S7,1,0.0041,unmatched,,,
S4hana,1,0.0041,unmatched,,,
S4Hana,1,0.0041,unmatched,,,
S4/HANA,1,0.0041,unmatched,,,
S4 HANA Fiori,1,0.0041,unmatched,,,
S4 Fashion,1,0.0041,unmatched,,,
S4,1,0.0041,unmatched,,,
S3D,1,0.0041,unmatched,,,
SAP ABAP / S4 HANA,1,0.0041,unmatched,,,
SAML Authorization,1,0.0041,unmatched,,,
Content Writer,1,0.0041,unmatched,,,
Content Slots,1,0.0041,unmatched,,,
Content Server,1,0.0041,unmatched,,,
Content Sales,1,0.0041,unmatched,,,
Content Research,1,0.0041,unmatched,,,
Content Operations,1,0.0041,unmatched,,,
Content Modeling,1,0.0041,unmatched,,,
SAM Process Owner,1,0.0041,unmatched,,,
SAM Model,1,0.0041,unmatched,,,
SAM Developer,1,0.0041,unmatched,,,
SAM Certification,1,0.0041,unmatched,,,
SAM,1,0.0041,unmatched,,,
SALINE SOLUTIONS,1,0.0041,unmatched,,,
SALES PROFESSIINNAL,1,0.0041,unmatched,,,
SAP BAS,1,0.0041,unmatched,,,
SAP Application Services Delivery Manager,1,0.0041,unmatched,,,
SAP Application Development,1,0.0041,unmatched,,,
SAP Access Control Jobs,1,0.0041,unmatched,,,
SAP ARCHITECT,1,0.0041,unmatched,,,
Content Manager,1,0.0041,unmatched,,,
Content Executive,1,0.0041,unmatched,,,
Content Editor,1,0.0041,unmatched,,,
Content Design,1,0.0041,unmatched,,,
Content Curation,1,0.0041,unmatched,,,
Content & Communication,1,0.0041,unmatched,,,
SAP AD,1,0.0041,unmatched,,,
SAP ABAP Technical Consultant,1,0.0041,unmatched,,,
SAP ABAP Technical,1,0.0041,unmatched,,,
SAP ABAP Hana,1,0.0041,unmatched,,,
SAP ABAP CRM,1,0.0041,unmatched,,,
SAP BTP CAPM,1,0.0041,unmatched,,,
SAP BTP Application Development,1,0.0041,unmatched,,,
SAP BRIM Technical,1,0.0041,unmatched,,,
SAP BRIM,1,0.0041,unmatched,,,
Containers,1,0.0041,unmatched,,,
Container Operations,1,0.0041,unmatched,,,
Container Management,1,0.0041,unmatched,,,
Contact Mapping,1,0.0041,unmatched,,,
Contact Centre operations,1,0.0041,unmatched,,,
Contact Center WFM,1,0.0041,unmatched,,,
Contact Center Transformation,1,0.0041,unmatched,,,
Contact Center Management,1,0.0041,unmatched,,,
Contact Center Agent,1,0.0041,unmatched,,,
SAP BODS,1,0.0041,unmatched,,,
SAP BASIS Technical Consultant,1,0.0041,unmatched,,,
SAP BASIS,1,0.0041,unmatched,,,
SAP Business Intelligence,1,0.0041,unmatched,,,
SAP Business Application Studio BAS,1,0.0041,unmatched,,,
Consumer research,1,0.0041,unmatched,,,
Consumer Tech,1,0.0041,unmatched,,,
Consumer Insights,1,0.0041,unmatched,,,
Consumer Goods,1,0.0041,unmatched,,,
Consumer Durables,1,0.0041,unmatched,,,
Consumer Analytics,1,0.0041,unmatched,,,
Consulting Execution,1,0.0041,unmatched,,,
SAP BW/HANA,1,0.0041,unmatched,,,
SAP BW on HANA,1,0.0041,unmatched,,,
SAP BW implementation,1,0.0041,unmatched,,,
SAP BW InfoObjects,1,0.0041,unmatched,,,
SAP BTP IS CLOUD PLATFORM,1,0.0041,unmatched,,,
SAP BTP INTEGRATION SUITE,1,0.0041,unmatched,,,
SAP BTP CPI,1,0.0041,unmatched,,,
SAP Certified,1,0.0041,unmatched,,,
SAP CX,1,0.0041,unmatched,,,
SAP CS,1,0.0041,unmatched,,,
SAP CRM Technical,1,0.0041,unmatched,,,
SAP CRM FUNCTIONAL,1,0.0041,unmatched,,,
Consultative sales,1,0.0041,unmatched,,,
Consultative Selling,1,0.0041,unmatched,,,
Consultants,1,0.0041,unmatched,,,
Consultant Physiotherapist,1,0.0041,unmatched,,,
Consultant Ophthalmologist,1,0.0041,unmatched,,,
Consultant Network,1,0.0041,unmatched,,,
Consultant Architect,1,0.0041,unmatched,,,
Construction operations,1,0.0041,unmatched,,,
SAP CI,1,0.0041,unmatched,,,
SAP CFIN,1,0.0041,unmatched,,,
SAP CDS,1,0.0041,unmatched,,,
SAP Data archiving,1,0.0041,unmatched,,,
SAP DRC CONSULTANT,1,0.0041,unmatched,,,
SAP DMC,1,0.0041,unmatched,,,
Construction engineering,1,0.0041,unmatched,,,
Construction Supervision,1,0.0041,unmatched,,,
Construction Planning,1,0.0041,unmatched,,,
Construction Methods,1,0.0041,unmatched,,,
Construction Head,1,0.0041,unmatched,,,
Construction Finance,1,0.0041,unmatched,,,
SAP Customer service,1,0.0041,unmatched,,,
SAP Consulting,1,0.0041,unmatched,,,
SAP Concur,1,0.0041,unmatched,,,
SAP Commissions,1,0.0041,unmatched,,,
SAP Commerce Automation,1,0.0041,unmatched,,,
SAP Cloud Platform,1,0.0041,unmatched,,,
SAP Cloud,1,0.0041,unmatched,,,
Connection With Doctors,1,0.0041,unmatched,,,
Conga Cpq,1,0.0041,unmatched,,,
SAP FICO Testing,1,0.0041,unmatched,,,
SAP FICO Support Pune,1,0.0041,unmatched,,,
SAP FICO Jobs Pune,1,0.0041,unmatched,,,
SAP FI modules,1,0.0041,unmatched,,,
SAP FI TAX,1,0.0041,unmatched,,,
SAP FI Module,1,0.0041,unmatched,,,
SAP FI CO Careers,1,0.0041,unmatched,,,
SAP FI CO,1,0.0041,unmatched,,,
SAP Ewm,1,0.0041,unmatched,,,
SAP Enterprise Portal,1,0.0041,unmatched,,,
SAP Enterprise Architect,1,0.0041,unmatched,,,
SAP EWM Archiving,1,0.0041,unmatched,,,
SAP EP,1,0.0041,unmatched,,,
SAP ECC Integration,1,0.0041,unmatched,,,
SAP Fiori S4 HANA Jobs,1,0.0041,unmatched,,,
SAP Fiori Launchpad Consultant,1,0.0041,unmatched,,,
SAP Fiori Jobs Hyderabad,1,0.0041,unmatched,,,
SAP Fiori Consultant Pune,1,0.0041,unmatched,,,
SAP Financial Accounting Jobs,1,0.0041,unmatched,,,
SAP Finance Jobs,1,0.0041,unmatched,,,
Construction Documentation,1,0.0041,unmatched,,,
Construction Contracts,1,0.0041,unmatched,,,
Construction Accounts,1,0.0041,unmatched,,,
Constrn High rise Comml& Residential Buldgs,1,0.0041,unmatched,,,
Consistency,1,0.0041,unmatched,,,
Consignment,1,0.0041,unmatched,,,
Consignee Follow-up,1,0.0041,unmatched,,,
Connectwise,1,0.0041,unmatched,,,
Connectivity Management,1,0.0041,unmatched,,,
Connectivity,1,0.0041,unmatched,,,
SAP HANA DB,1,0.0041,unmatched,,,
SAP Governance Risk Compliance Jobs,1,0.0041,unmatched,,,
SAP GRC Jobs Hyderabad,1,0.0041,unmatched,,,
Conga,1,0.0041,unmatched,,,
Confluent,1,0.0041,unmatched,,,
Confirmation,1,0.0041,unmatched,,,
Configuring LAN,1,0.0041,unmatched,,,
Configure,1,0.0041,unmatched,,,
Configurations Management,1,0.0041,unmatched,,,
Configurations,1,0.0041,unmatched,,,
Configuration of SAP Business One,1,0.0041,unmatched,,,
SAP GRC Consultant Pune,1,0.0041,unmatched,,,
SAP GRC Careers,1,0.0041,unmatched,,,
SAP GR,1,0.0041,unmatched,,,
SAP Fiori UI5 Careers,1,0.0041,unmatched,,,
SAP Fiori UI5,1,0.0041,unmatched,,,
SAP IM,1,0.0041,unmatched,,,
Configuration Functions,1,0.0041,unmatched,,,
Configuration And Troubleshooting,1,0.0041,unmatched,,,
Config,1,0.0041,unmatched,,,
Confidence Building,1,0.0041,unmatched,,,
Cone,1,0.0041,unmatched,,,
Conducting Training,1,0.0041,unmatched,,,
Conducting,1,0.0041,unmatched,,,
Conduct Site Visits,1,0.0041,unmatched,,,
Conditional formatting,1,0.0041,unmatched,,,
SAP IBP Functional Consultant,1,0.0041,unmatched,,,
SAP Hybris,1,0.0041,unmatched,,,
SAP HRMS,1,0.0041,unmatched,,,
SAP HR,1,0.0041,unmatched,,,
SAP HANA Native,1,0.0041,unmatched,,,
SAP HANA Implementation,1,0.0041,unmatched,,,
SAP Material Management,1,0.0041,unmatched,,,
SAP Master Data,1,0.0041,unmatched,,,
SAP Manager,1,0.0041,unmatched,,,
SAP MM/WM,1,0.0041,unmatched,,,
SAP MM Materials Management,1,0.0041,unmatched,,,
SAP MM Consultant,1,0.0041,unmatched,,,
Condition Contract Management,1,0.0041,unmatched,,,
Condenser-Type Heat Exchangers,1,0.0041,unmatched,,,
Condenser Process Engineering,1,0.0041,unmatched,,,
Concur expenses platform,1,0.0041,unmatched,,,
Concrete Structures,1,0.0041,unmatched,,,
SAP LETRA,1,0.0041,unmatched,,,
SAP KRONOS,1,0.0041,unmatched,,,
SAP ISU,1,0.0041,unmatched,,,
SAP IS-Utilities,1,0.0041,unmatched,,,
SAP IS Retail,1,0.0041,unmatched,,,
SAP PO,1,0.0041,unmatched,,,
SAP PLM/PP,1,0.0041,unmatched,,,
SAP PLM,1,0.0041,unmatched,,,
SAP PI/PO,1,0.0041,unmatched,,,
Concept Development,1,0.0041,unmatched,,,
Computer teaching,1,0.0041,unmatched,,,
Computer software like Illustrator,1,0.0041,unmatched,,,
Computer operating,1,0.0041,unmatched,,,
Computer hardware,1,0.0041,unmatched,,,
Computer forensics,1,0.0041,unmatched,,,
Computer Vision Syndrome,1,0.0041,unmatched,,,
SAP OTC Architect,1,0.0041,unmatched,,,
SAP OData Jobs,1,0.0041,unmatched,,,
SAP Netweaver Enterprise Portal,1,0.0041,unmatched,,,
SAP Netweaver,1,0.0041,unmatched,,,
SAP Module,1,0.0041,unmatched,,,
Computer Applications,1,0.0041,unmatched,,,
Compute Engine,1,0.0041,unmatched,,,
Computational Biology,1,0.0041,unmatched,,,
Comptia,1,0.0041,unmatched,,,
Compressor Design,1,0.0041,unmatched,,,
Compressor,1,0.0041,unmatched,,,
Computer Vision Machine Learning,1,0.0041,unmatched,,,
Computer Teacher,1,0.0041,unmatched,,,
Computer System Validation,1,0.0041,unmatched,,,
Computer Savvy,1,0.0041,unmatched,,,
Computer Maintenance,1,0.0041,unmatched,,,
Computer Kn,1,0.0041,unmatched,,,
SAP Portal,1,0.0041,unmatched,,,
SAP Plant Maintenance,1,0.0041,unmatched,,,
SAP PaPM,1,0.0041,unmatched,,,
SAP PP/QM,1,0.0041,unmatched,,,
SAP SD consultant,1,0.0041,unmatched,,,
SAP SD Technical Consultant,1,0.0041,unmatched,,,
SAP SD OTC,1,0.0041,unmatched,,,
SAP SD LE,1,0.0041,unmatched,,,
SAP SD Hana,1,0.0041,unmatched,,,
SAP SD HANA,1,0.0041,unmatched,,,
SAP SD Functional,1,0.0041,unmatched,,,
SAP SD CS,1,0.0041,unmatched,,,
SAP S4 HANA Logistics,1,0.0041,unmatched,,,
SAP S/4 HANA Archiving,1,0.0041,unmatched,,,
SAP Retail,1,0.0041,unmatched,,,
SAP RAP,1,0.0041,unmatched,,,
SAP R3,1,0.0041,unmatched,,,
SAP Public cloud,1,0.0041,unmatched,,,
SAP Project Mgmt,1,0.0041,unmatched,,,
Computer Architecture,1,0.0041,unmatched,,,
Component Interface,1,0.0041,unmatched,,,
Component Handling,1,0.0041,unmatched,,,
Component Engineering,1,0.0041,unmatched,,,
SAP SuccessFactors Variable Pay,1,0.0041,unmatched,,,
SAP SuccessFactors RMK,1,0.0041,unmatched,,,
SAP SuccessFactors RCM,1,0.0041,unmatched,,,
SAP SuccessFactors Compensation,1,0.0041,unmatched,,,
SAP SuccessFactors,1,0.0041,unmatched,,,
SAP Success Factor,1,0.0041,unmatched,,,
SAP Service desk,1,0.0041,unmatched,,,
SAP Security Technical Consultant,1,0.0041,unmatched,,,
SAP Security GRC,1,0.0041,unmatched,,,
SAP SRM,1,0.0041,unmatched,,,
SAP SOM,1,0.0041,unmatched,,,
SAP SF Certified Consultant,1,0.0041,unmatched,,,
SAP SD/MM/PP,1,0.0041,unmatched,,,
SAP Trm,1,0.0041,unmatched,,,
SAP Trainer,1,0.0041,unmatched,,,
SAP Test Manager,1,0.0041,unmatched,,,
SAP TRM functional support L2,1,0.0041,unmatched,,,
SAP TPM,1,0.0041,unmatched,,,
SAP System,1,0.0041,unmatched,,,
Compositing,1,0.0041,unmatched,,,
CompositeProviders,1,0.0041,unmatched,,,
Composite Sales,1,0.0041,unmatched,,,
Composite Materials,1,0.0041,unmatched,,,
Composer,1,0.0041,unmatched,,,
Composable Banking,1,0.0041,unmatched,,,
Component pricing,1,0.0041,unmatched,,,
Component Testing,1,0.0041,unmatched,,,
Component Manufacturing,1,0.0041,unmatched,,,
Component Lifecycle,1,0.0041,unmatched,,,
SAP architecture,1,0.0041,unmatched,,,
SAP Worksoft,1,0.0041,unmatched,,,
Component Design,1,0.0041,unmatched,,,
Compliance for Quality Control,1,0.0041,unmatched,,,
Compliance Testing,1,0.0041,unmatched,,,
Compliance Surveillance,1,0.0041,unmatched,,,
Compliance Officer,1,0.0041,unmatched,,,
Compliance Manager,1,0.0041,unmatched,,,
Compliance Handling,1,0.0041,unmatched,,,
Compliance Executive,1,0.0041,unmatched,,,
Compliance Documentation,1,0.0041,unmatched,,,
SAP Workflow,1,0.0041,unmatched,,,
SAP WMS,1,0.0041,unmatched,,,
SAP UI5 Programmer,1,0.0041,unmatched,,,
SAP UI5 Developer Jobs,1,0.0041,unmatched,,,
SAP UI5,1,0.0041,unmatched,,,
SAS R,1,0.0041,unmatched,,,
SAS Management Console,1,0.0041,unmatched,,,
SAS Data Intergration Studio,1,0.0041,unmatched,,,
SAS Data Integration Studio,1,0.0041,unmatched,,,
SAS Data Integration,1,0.0041,unmatched,,,
SAS Connect,1,0.0041,unmatched,,,
SAS BI,1,0.0041,unmatched,,,
SAS Admin,1,0.0041,unmatched,,,
SAS 9,1,0.0041,unmatched,,,
SAR,1,0.0041,unmatched,,,
SAP2000,1,0.0041,unmatched,,,
SAP workflow,1,0.0041,unmatched,,,
SAP security,1,0.0041,unmatched,,,
SAP fico,1,0.0041,unmatched,,,
SAP certification,1,0.0041,unmatched,,,
SAP automation,1,0.0041,unmatched,,,
Competency Management,1,0.0041,unmatched,,,
Compensation management,1,0.0041,unmatched,,,
Compliance Configuration,1,0.0041,unmatched,,,
Compliance Business Partner,1,0.0041,unmatched,,,
Compliance Auditor,1,0.0041,unmatched,,,
Compliance Assurance,1,0.0041,unmatched,,,
Compliance & Risk Management,1,0.0041,unmatched,,,
Compliance & Governance,1,0.0041,unmatched,,,
Compliance & Documentation,1,0.0041,unmatched,,,
Complex Sql Query,1,0.0041,unmatched,,,
Complete Seat,1,0.0041,unmatched,,,
Complaints Resolution,1,0.0041,unmatched,,,
Complaints Management,1,0.0041,unmatched,,,
Complaint handling,1,0.0041,unmatched,,,
SAS administrator,1,0.0041,unmatched,,,
SAS admin,1,0.0041,unmatched,,,
SCSS,1,0.0041,unmatched,,,
SCSI,1,0.0041,unmatched,,,
Compensation Analyst,1,0.0041,unmatched,,,
Company research,1,0.0041,unmatched,,,
Company law,1,0.0041,unmatched,,,
Company Website,1,0.0041,unmatched,,,
Company Services,1,0.0041,unmatched,,,
Company Secretary Intern,1,0.0041,unmatched,,,
SCP,1,0.0041,unmatched,,,
SCOBOL,1,0.0041,unmatched,,,
SCM KPI,1,0.0041,unmatched,,,
SAfety TRaining,1,0.0041,unmatched,,,
SAST Testing,1,0.0041,unmatched,,,
Competitor Movements,1,0.0041,unmatched,,,
Competitive Market Analysis,1,0.0041,unmatched,,,
Competency mapping,1,0.0041,unmatched,,,
SEBI Compliances,1,0.0041,unmatched,,,
SEBI Compliance,1,0.0041,unmatched,,,
SEBI Circulars,1,0.0041,unmatched,,,
SEA FREIGHT,1,0.0041,unmatched,,,
SDWAN Engineer Careers,1,0.0041,unmatched,,,
Company Research,1,0.0041,unmatched,,,
Company Profiling,1,0.0041,unmatched,,,
Company Analysis,1,0.0041,unmatched,,,
Company Accounts Finalisation,1,0.0041,unmatched,,,
Compaction,1,0.0041,unmatched,,,
Community Outreach,1,0.0041,unmatched,,,
Community Mobilisation,1,0.0041,unmatched,,,
SDLE,1,0.0041,unmatched,,,
SDH,1,0.0041,unmatched,,,
SDA,1,0.0041,unmatched,,,
SD/FICO modules integration,1,0.0041,unmatched,,,
SEP,1,0.0041,unmatched,,,
SEO Executive,1,0.0041,unmatched,,,
Community Cloud,1,0.0041,unmatched,,,
Communications Skills,1,0.0041,unmatched,,,
Communications Executive,1,0.0041,unmatched,,,
Communication skills Edtech Sales Relationship Management Student Counseling B2C Sales Consultative Sales Cold Calling CRM Software,1,0.0041,unmatched,,,
Communication skill,1,0.0041,unmatched,,,
Communication management,1,0.0041,unmatched,,,
Communication and Reporting,1,0.0041,unmatched,,,
Communication and Coordination,1,0.0041,unmatched,,,
Communication Written And Oral Skills,1,0.0041,unmatched,,,
SEO Content Writer,1,0.0041,unmatched,,,
SEMrush/Ahrefs,1,0.0041,unmatched,,,
SEI,1,0.0041,unmatched,,,
SEEJ SOFTWARE,1,0.0041,unmatched,,,
SEBI Regulations,1,0.0041,unmatched,,,
SFMC,1,0.0041,unmatched,,,
SFIDX,1,0.0041,unmatched,,,
Communication Training,1,0.0041,unmatched,,,
Communication Skill,1,0.0041,unmatched,,,
Communication Finance,1,0.0041,unmatched,,,
Communication & Decision-making,1,0.0041,unmatched,,,
Communiation,1,0.0041,unmatched,,,
Common Cybersecurity technologies,1,0.0041,unmatched,,,
Commodities Sales,1,0.0041,unmatched,,,
SFDR,1,0.0041,unmatched,,,
SFCC tester,1,0.0041,unmatched,,,
SFCC,1,0.0041,unmatched,,,
SF,1,0.0041,unmatched,,,
SEW,1,0.0041,unmatched,,,
SERVICE AND MAINTENACE OF CAR AND HEAVY EQUIPMENTS,1,0.0041,unmatched,,,
SERPS,1,0.0041,unmatched,,,
SME banking,1,0.0041,unmatched,,,
SME General Ledger,1,0.0041,unmatched,,,
SME Accounting,1,0.0041,unmatched,,,
SMC,1,0.0041,unmatched,,,
SLO,1,0.0041,unmatched,,,
SLAs,1,0.0041,unmatched,,,
SLA management,1,0.0041,unmatched,,,
SLA compliance,1,0.0041,unmatched,,,
SLA adherence,1,0.0041,unmatched,,,
SIS,1,0.0041,unmatched,,,
SIMS / NFMIMS /PEMS,1,0.0041,unmatched,,,
SIF,1,0.0041,unmatched,,,
SIEMENS NX,1,0.0041,unmatched,,,
SGW,1,0.0041,unmatched,,,
SGSN,1,0.0041,unmatched,,,
SFTC Sub Officer certified,1,0.0041,unmatched,,,
Commercial buildings,1,0.0041,unmatched,,,
Commercial Underwriting,1,0.0041,unmatched,,,
Commercial Refrigeration,1,0.0041,unmatched,,,
Commercial Queries,1,0.0041,unmatched,,,
Commercial Procurement,1,0.0041,unmatched,,,
Commercial Marketing,1,0.0041,unmatched,,,
Commissioning Engineer,1,0.0041,unmatched,,,
Commission payout,1,0.0041,unmatched,,,
Commis Ii,1,0.0041,unmatched,,,
Commie 2,1,0.0041,unmatched,,,
Commercial vehicle loans,1,0.0041,unmatched,,,
Commercial negotiations,1,0.0041,unmatched,,,
Commercial marketing,1,0.0041,unmatched,,,
Commercial interiors,1,0.0041,unmatched,,,
Commercial insurance,1,0.0041,unmatched,,,
Commercial framework,1,0.0041,unmatched,,,
SOLID principals,1,0.0041,unmatched,,,
SOC platform,1,0.0041,unmatched,,,
SOC Analyst,1,0.0041,unmatched,,,
SOC 2,1,0.0041,unmatched,,,
SOAR playbook automation,1,0.0041,unmatched,,,
SOAP/REST APIs,1,0.0041,unmatched,,,
SOAP services,1,0.0041,unmatched,,,
SOAP APIs,1,0.0041,unmatched,,,
SOACS,1,0.0041,unmatched,,,
SOA upgration,1,0.0041,unmatched,,,
SOA installation,1,0.0041,unmatched,,,
SNF,1,0.0041,unmatched,,,
SMT Process Engineering,1,0.0041,unmatched,,,
SMS Marketing,1,0.0041,unmatched,,,
SMPE,1,0.0041,unmatched,,,
SME sales,1,0.0041,unmatched,,,
Commercial Drawings,1,0.0041,unmatched,,,
Commercial Documentation,1,0.0041,unmatched,,,
Commercial Director,1,0.0041,unmatched,,,
Commercial Contracts,1,0.0041,unmatched,,,
SPARK,1,0.0041,unmatched,,,
SP3D,1,0.0041,unmatched,,,
SOX/SOC audit,1,0.0041,unmatched,,,
SOX compliance,1,0.0041,unmatched,,,
SOSL,1,0.0041,unmatched,,,
SOQL,1,0.0041,unmatched,,,
SOPs,1,0.0041,unmatched,,,
SOP Development & Implementation,1,0.0041,unmatched,,,
SONAR,1,0.0041,unmatched,,,
SOM,1,0.0041,unmatched,,,
SOLUTION ARCHITECT,1,0.0041,unmatched,,,
SOLIDWORK,1,0.0041,unmatched,,,
SQL / SQL SSIS,1,0.0041,unmatched,,,
SQL + Python QA Jobs,1,0.0041,unmatched,,,
SPring,1,0.0041,unmatched,,,
SPRINGBOOT,1,0.0041,unmatched,,,
SPR,1,0.0041,unmatched,,,
SPEL,1,0.0041,unmatched,,,
SPC  Planning,1,0.0041,unmatched,,,
Commercial Line,1,0.0041,unmatched,,,
Commercial Laws,1,0.0041,unmatched,,,
Commercial Law mandates,1,0.0041,unmatched,,,
Commercial Interiors,1,0.0041,unmatched,,,
Commercial Insurance,1,0.0041,unmatched,,,
Commercial Functions,1,0.0041,unmatched,,,
Commercial Finance,1,0.0041,unmatched,,,
Commercial Executive,1,0.0041,unmatched,,,
Commercial Execution,1,0.0041,unmatched,,,
SQL ServeMonitoring,1,0.0041,unmatched,,,
SQL Scripting,1,0.0041,unmatched,,,
SQL QUERIES,1,0.0041,partial/semantic_match,Sql,University of Mumbai,MDC401 Multidisciplinary minor 20 20 40 60 2 -- -- 100
SQL Platform,1,0.0041,unmatched,,,
SQL Loader,1,0.0041,unmatched,,,
SQL Coding,1,0.0041,unmatched,,,
Commercial Claims,1,0.0041,unmatched,,,
Commercial Building,1,0.0041,unmatched,,,
Commercial Activities,1,0.0041,unmatched,,,
Commercial Accounting Accounting Credit Control Receivable Management Accounts Receivable,1,0.0041,unmatched,,,
Commercial Accounting,1,0.0041,unmatched,,,
Commercial Account Executive,1,0.0041,unmatched,,,
Comment Writing,1,0.0041,unmatched,,,
Command Over Communication,1,0.0041,unmatched,,,
Command,1,0.0041,unmatched,,,
SQL Automation Tester Pune,1,0.0041,unmatched,,,
Collector,1,0.0041,unmatched,,,
SR.CIVIL ENGINEER,1,0.0041,unmatched,,,
SR.ACCOUNTANT,1,0.0041,unmatched,,,
SR EXECUTIVE -IT - GERMAN MNC MFG CO,1,0.0041,unmatched,,,
SQR,1,0.0041,unmatched,,,
SQLite,1,0.0041,unmatched,,,
SQL/Oracle,1,0.0041,unmatched,,,
SQL/NoSQL,1,0.0041,unmatched,,,
SQL and network fundamentals,1,0.0041,unmatched,,,
SQL Tuning,1,0.0041,unmatched,,,
SQL Tester,1,0.0041,unmatched,,,
SQL Server databases,1,0.0041,unmatched,,,
SQL Server Reporting Services,1,0.0041,unmatched,,,
SQL Server Integration Services,1,0.0041,unmatched,,,
SQL Server Development,1,0.0041,unmatched,,,
SQL Server 2016,1,0.0041,unmatched,,,
SRS,1,0.0041,unmatched,,,
Collections Management,1,0.0041,unmatched,,,
Collection Targets,1,0.0041,unmatched,,,
Collection Manager,1,0.0041,unmatched,,,
Collection Initiatives,1,0.0041,unmatched,,,
Collection & Payment Management,1,0.0041,unmatched,,,
Collateral Data Management,1,0.0041,unmatched,,,
Colour Matching,1,0.0041,unmatched,,,
Colour Doppler,1,0.0041,unmatched,,,
Coloring,1,0.0041,unmatched,,,
Colorimetric Analysis,1,0.0041,unmatched,,,
Color grading,1,0.0041,unmatched,,,
Color correction,1,0.0041,unmatched,,,
Color Cosmetics,1,0.0041,unmatched,,,
Collibra Data Quality,1,0.0041,unmatched,,,
College,1,0.0041,unmatched,,,
STATIONARY /FMCD /CONSUMER DURABLES,1,0.0041,unmatched,,,
STAAD Pro,1,0.0041,unmatched,,,
