academic_year_or_version,program,branch,year,semester,course_code,course_title,unit_or_module,topic,source_page,source_section
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Strassen's matrix multiplication,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Greedy Algorithms: Knapsack,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,problem,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Job sequencing with deadlines,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Optimal merge patterns,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Single source shortest paths.,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Design Techniques-II: [8 Hrs],142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Dynamic Programming: All pairs shortest paths,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Knapsack,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Traveling salesperson problem,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Chained matrix,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,multiplication,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Longest common subsequence,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Bellman-Ford algorithm,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Subset sum.,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Design Techniques-III: [7 Hrs],142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Backtracking: N-queens problem,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Hamiltonian cycles,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Graph Coloring,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Branch-and-Bound: 0/1 Knapsack,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Traveling salesperson problem.,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Selected Algorithms from various areas: [6 Hrs],142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,String Matching: The naïve string-matching algorithm,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,The Robin-Karp algorithm,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,The Knuth- Morris-Pratt,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,algorithm,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Network Flow Algorithms: Ford-Fulkerson algorithm,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Push-relabel algorithm,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Complexity Theory: [6 Hrs],142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Polynomial time,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,NP-hard and NP-complete problems,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,proving NP completeness using reduction technique (e.g.,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,SAT,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,Independent Set,142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25007,Design and Analysis of Algorithms,Self-Study Topics,etc.),142,Syllabus: Design and Analysis of Algorithms (Page 142)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Course outcomes,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Students will be able to:,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Compare AI with human intelligence and traditional information processing and discuss its strength and,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,limitations.,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,conclusions that the evaluation supports.,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Introduction: [6 Hrs],144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,What is AI,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,History,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,AI problems,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Production Systems,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Problem characteristics,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Intelligent Agents,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Agent,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Architecture,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,AI Application (E-Commerce,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,& Medicine),144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,AI Representation,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Properties of internal representation,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Future scope of AI,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Issues in design of search algorithms.,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Heuristic search techniques: [6 Hrs],144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Heuristic search,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Hill Climbing,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,best first search,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,mean and end analysis,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Constraint Satisfaction,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,and AO,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Algorithm,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Knowledge Representation: Basic concepts,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Knowledge representation Paradigms,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Structured,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,representation of knowledge,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,ISA hierarchy,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Frame notation,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Resolution,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Learning & Planning: [8 Hrs],144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,What is Learning,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Types of Learning (Rote,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Direct instruction Analogy,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Induction,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Deduction),144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Planning: Block world,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,strips,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Implementation using goal stack,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Non linear planning with goal stacks,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Hierarchical planning,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Least,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,commitment strategy.,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Advanced AI Topics: [8 Hrs],144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Game playing: Min-max search procedure,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Alpha beta cutoffs,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,waiting for Quiescence,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Secondary search,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Natural,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Language Processing (NLP): Introduction,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Steps in NLP,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Syntactic Processing,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Semantic analysis,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Discourse &,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Pragmatic Processing. Perception and Action: Perception,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Action,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Robot Architecture,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Machine Learning: Definition,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,of Learning Systems. Goals and applications of machine learning. Aspects of developing a learning system: training,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,data,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,concept representation,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,function approximation.,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Neural Networks and Deep Learning: [8 Hrs],144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Neurons and biological motivation. Linear threshold units. Perceptrons: representational limitation and gradient,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,descent training. Multilayer networks and backpropagation,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Hidden layers and constructing intermediate,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,distributed representations,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Overfitting,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,learning network structure,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Convolutional Neural Networks (CNNs) for,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,image processing,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Recurrent Neural Networks (RNNs) for sequential data,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,AI Ethics,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Future Trends,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Applications and Case Studies: [6 Hrs],144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Bias and fairness in AI,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Ethical considerations in AI deployment,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,Future trends: Explainable AI,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25008,Artificial Intelligence,Self-Study Topics,AI in healthcare,144,Syllabus: Artificial Intelligence (Page 144)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Self-Study Topics,Course outcomes,146,Syllabus: Research Methodology (Page 146)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Self-Study Topics,Identify and differentiate types of research and research designs.,146,Syllabus: Research Methodology (Page 146)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Self-Study Topics,Prepare research reports and follow ethical practices in research.,146,Syllabus: Research Methodology (Page 146)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Introduction to Research,The concept of research,146,Syllabus: Research Methodology (Page 146)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Introduction to Research,characteristics of good research,146,Syllabus: Research Methodology (Page 146)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Introduction to Research,Application of Research,146,Syllabus: Research Methodology (Page 146)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Introduction to Research,Meaning and sources of,146,Syllabus: Research Methodology (Page 146)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Introduction to Research,Research problem,146,Syllabus: Research Methodology (Page 146)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Introduction to Research,characteristics of good Research problem,146,Syllabus: Research Methodology (Page 146)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Introduction to Research,Research process,146,Syllabus: Research Methodology (Page 146)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Introduction to Research,outcomes,146,Syllabus: Research Methodology (Page 146)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - VI,CT-25009,Research Methodology,Introduction to Research,Meaning and types of Research hypothesis,146,Syllabus: Research Methodology (Page 146)
